,index,no,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Top P Match Score,Top P Match UIDs,Matching P Tags,Top P Score Reports,Top M Match Score,Top M Match UIDs,Matching M Tags,Top M Score Reports,Top Agg Match (P*M),Top Agg Match UIDs
10,10,237,2021-04-30 03:00:00,38220019,Other,ANGSTROM BIOTECH PVT LTD.,"870/5/B. Gidc Makarpura, Vadodara, 390010",IN - India,.,.,angstromreeja@rediffmail.com,.,FAPON INTERNATIONAL LIMITED,,Hong Kong,0.0,100013.0,USD,0.0,,0.0,,500064.0,NOS,"ANSTART ONE-STEP RT-PCR MIX (LYOPHILIZED), NCK013-F100-E (DIGNOSTICS REAGENT FOR MFG. COVID 19 TEST ",0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,11,India 2021-version9-tiers.csv,21.0,1374,"one,lyophilized,step","{'one_step': 20, 'lyophilized': '1ea'}",1.0,344,"limited,international",,3.333333333333333,1400
11,11,238,2021-04-30 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,BIONOTE INC.,,South Korea,0.0,108125.0,USD,0.0,,0.0,,432500.0,NOS,DIAGNOSTIC BUFFER SOLUTIONS (COMPONENT OF COVID-19 AG) LOT NO. STEB1021014,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,12,India 2021-version9-tiers.csv,4.0,160 | 152,ag | ag,{'ag': 4} | {'ag': 4},1.0,462 | 463 | 900,bionote | bionote | bionote, |  | ,2.0,462
12,12,290,2021-04-30 03:00:00,38220090,Other,VOXTUR BIO LIMITED,"Plot No. A-1 Royal Compound Vill Kaman Tamanmal Kaman Bhivandi Road,",IN - India,.,.,info@voxturbio.com,www.voxturbio.com,ARTRON BIORESEARCH INC,,Canada,0.0,4.0,USD,0.0,,0.0,,0.0,KGS,DIAGNOSTIC REAGENTS - A141-AB4 COVID-19 N MAB4-COATING ANTIBODY TO COVID-19 NUCLEOPROTEIN (2 MG),0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,13,India 2021-version9-tiers.csv,2.0,356 | 1099,antibody | antibody,{'antibody': 4} | {'antibody': 4},1.3333333333333333,56,"bioresearch,artron",,0.07142857142857142,839
13,13,310,2021-04-30 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,BIONOTE INC.,,South Korea,0.0,500.0,USD,0.0,,0.0,,2000.0,NOS,DIAGNOSTIC BUFFER SOLUTIONS (COMPONENT OF COVID-19 AG) LOT NO. STEB1020954,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,14,India 2021-version9-tiers.csv,4.0,160 | 152,ag | ag,{'ag': 4} | {'ag': 4},1.0,462 | 463 | 900,bionote | bionote | bionote, |  | ,2.0,462
14,14,354,2021-04-30 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,ORTHO-CLINICAL DIAGNOSTICS FRANCE,,United Kingdom,0.0,929077.0,INR,0.0,,0.0,,19.0,KGS,SARS-COV-2 AG EXTRACTIONBUFFER (NONUS)(DIAGNOSTIC KITS) (50EA)IGST PAID UNDER PROTEST VIDE FILE NO.S,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,15,India 2021-version9-tiers.csv,4.0,160 | 152,ag | ag,{'ag': 4} | {'ag': 4},3.0,742 | 743,"diagnostics,clinical,ortho | diagnostics,clinical,ortho", | ,1.5,1136
15,15,355,2021-04-30 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,ORTHO-CLINICAL DIAGNOSTICS FRANCE,,United Kingdom,0.0,80500.0,INR,0.0,,0.0,,7.05,KGS,ANTI-SARS-COV-2 TOTALCALIBRATOR (NONUS)(DIAGNOSTIC KITS) (50EA)IGST PAID UNDER PROTEST VIDE FILE NO.,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,16,India 2021-version9-tiers.csv,10.0,777,anti,{'anti': 20},3.0,742 | 743,"diagnostics,clinical,ortho | diagnostics,clinical,ortho", | ,2.2222222222222223,893 | 911
16,16,395,2021-04-30 03:00:00,38220019,Other,SHIVA SCIENTIFIC COMPANY,"Flat No.140, Sfs Flat Sector-3, Pocket 1/2, Dwarka",IN - New Delhi,.,.,shivascie@gmail.com,.,BAG DIAGNOSTICS GMBH,,Germany,0.0,7675.0,EUR,0.0,,0.0,,65.0,NOS,VIROQ SARS-COV-2(LOT NO.010VM2) 96 TESTS (TESTTING KIT FOR COVID-19),0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,17,India 2021-version9-tiers.csv,1.0,1314,96,{'96': '1ea'},1.3333333333333333,570 | 417 | 416 | 893 | 911 | 914,"gmbh,diagnostics | gmbh,diagnostics | gmbh,diagnostics | gmbh,diagnostics | gmbh,diagnostics | gmbh,diagnostics", |  |  |  |  | ,0.25,1314
17,17,403,2021-04-30 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,"ORTHO CLINICAL DIAGNOSTICS, INC. ",,United States,0.0,128800.0,INR,0.0,,0.0,,43.43,KGS,ANTI-SARS-COV-2 IGG CALIBRATOR (NONUS)(DIAGNOSTIC KIT)(80 EA)IGST PAID UNDER PROTEST VIDE FILE NO.S/,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,18,India 2021-version9-tiers.csv,12.0,895,"anti,igg","{'anti': 20, 'igg': 4}",3.0,742 | 743,"diagnostics,clinical,ortho | diagnostics,clinical,ortho", | ,2.2222222222222223,893 | 911
18,18,416,2021-04-30 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,ORTHO-CLINICAL DIAGNOSTICS FRANCE,,United Kingdom,0.0,3998400.0,INR,0.0,,0.0,,84.64,KGS,ANTI-SARS-COV-2 IGG RGNT PACK (NONUS)L.4 (57) (CLIA DIAGNOSTICS KITS)(600 EA),0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,19,India 2021-version9-tiers.csv,12.0,895,"anti,igg","{'anti': 20, 'igg': 4}",3.0,742 | 743,"diagnostics,clinical,ortho | diagnostics,clinical,ortho", | ,2.2222222222222223,893 | 911
19,19,454,2021-04-30 03:00:00,38220090,Other,CHROMACHEMIE LABORATORY PRIVATE LIMITED,"Nagesh Building, Room No. 1 & 2, 1St Floor, No.163, 1St Main Road Sheshadripuram",IN - Bangalore,.,.,accounts@chromachemie.co.in,www.chromachemie.co.in,M/S. COUNCIL OF EUROPE/ CONSEIL DE,,France,0.0,474.0,EUR,0.0,,0.0,,6.0,NOS,EP-Y0001387_CANDESARTAN CILEXETIL FOR PEAK IDENTIFICATION (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD,0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,20,India 2021-version9-tiers.csv,10.0,693 | 691 | 1048 | 1047 | 1215,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},0.3333333333333333,567,europe,,1.0,1187
20,20,461,2021-04-30 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,,France,0.0,237.0,EUR,0.0,,0.0,,3.0,NOS,EP-Y0000649_TELMISARTAN FOR PEAK IDENTIFICATION (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,21,India 2021-version9-tiers.csv,10.0,693 | 691 | 1048 | 1047 | 1215,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},0.3333333333333333,567,europe,,1.0,1187
21,21,464,2021-04-30 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,BIONOTE INC.,,South Korea,0.0,62500.0,USD,0.0,,0.0,,250000.0,NOS,DIAGNOSTIC BUFFER SOLUTIONS (COMPONENT OF COVID-19 AG) LOT NO. STEB1020695,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,22,India 2021-version9-tiers.csv,4.0,160 | 152,ag | ag,{'ag': 4} | {'ag': 4},1.0,462 | 463 | 900,bionote | bionote | bionote, |  | ,2.0,462
22,22,482,2021-04-30 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,BIONOTE INC.,,South Korea,0.0,506.0,USD,0.0,,0.0,,2025.0,NOS,DIAGNOSTIC BUFFER SOLUTIONS (COMPONENT OF COVID-19 AG) LOT NO. STEB1020695,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,23,India 2021-version9-tiers.csv,4.0,160 | 152,ag | ag,{'ag': 4} | {'ag': 4},1.0,462 | 463 | 900,bionote | bionote | bionote, |  | ,2.0,462
23,23,532,2021-04-30 03:00:00,38220019,Other,ANGSTROM BIOTECH PVT LTD.,"870/5/B. Gidc Makarpura, Vadodara, 390010",IN - India,.,.,angstromreeja@rediffmail.com,.,FAPON INTERNATIONAL LIMITED,,Hong Kong,0.0,469.0,USD,0.0,,0.0,,468.81,MGS,"BUFFER, NCK013-PC (DIAGNOSTICS REAGENT FOR MANUFACTURING COVID 19 TEST KIT) ",0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,24,India 2021-version9-tiers.csv,2.0,1399,reagent,{'reagent': 4},1.0,344,"limited,international",,0.08333333333333333,834
24,24,533,2021-04-30 03:00:00,38220019,Other,ANGSTROM BIOTECH PVT LTD.,"870/5/B. Gidc Makarpura, Vadodara, 390010",IN - India,.,.,angstromreeja@rediffmail.com,.,FAPON INTERNATIONAL LIMITED,,Hong Kong,0.0,208.0,USD,0.0,,0.0,,2083.6,MGS,"BUFFER, NCK013-B (DIAGNOSTICS REAGENT FOR MANUFACTURING COVID 19 TEST KIT) ",0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,25,India 2021-version9-tiers.csv,2.0,1399,reagent,{'reagent': 4},1.0,344,"limited,international",,0.08333333333333333,834
25,25,560,2021-04-30 03:00:00,38220019,Other,ANGSTROM BIOTECH PVT LTD.,"870/5/B. Gidc Makarpura, Vadodara, 390010",IN - India,.,.,angstromreeja@rediffmail.com,.,FAPON INTERNATIONAL LIMITED,,Hong Kong,0.0,52.0,USD,0.0,,0.0,,520.9,MGS,"SOLUTION, NCK013-P (DIAGNOSTICS REAGENT FOR MFG. COVID 19 TEST KIT) ",0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,26,India 2021-version9-tiers.csv,2.0,1399,reagent,{'reagent': 4},1.0,344,"limited,international",,0.08333333333333333,834
26,26,590,2021-04-30 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,BIONOTE INC.,,South Korea,0.0,106250.0,USD,0.0,,0.0,,425000.0,NOS,DIAGNOSTIC BUFFER SOLUTIONS (COMPONENT OF COVID-19 AG) LOT NO. STEB1021015,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,27,India 2021-version9-tiers.csv,4.0,160 | 152,ag | ag,{'ag': 4} | {'ag': 4},1.0,462 | 463 | 900,bionote | bionote | bionote, |  | ,2.0,462
27,27,593,2021-04-30 03:00:00,38220019,Other,ABBOTT HEALTH CARE PRIVATE LIMITED,"Unit Nos.3&4, Corporate Park, Sion-Trombay Road, Chembur, 400071",IN - Mumbai. Maharashtra,5978888,5978846,niranjani.shetty@abbott.com,www.abbott.co.in,ABBOTT DIAGNOSTICS GMBH,,Ireland,0.0,236.0,USD,0.0,,0.0,,0.36,KGS,6R8602 ARC SARS-COVID-2 CAL OUS DIAGNOSTIC REAGENT 10 NOS,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,28,India 2021-version9-tiers.csv,2.0,1399,reagent,{'reagent': 4},1.8,484,"gmbh,abbott,diagnostics",,0.6666666666666666,252
28,28,747,2021-04-30 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0000649_TELMISARTAN FOR PEAK IDENTIFICATION (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,29,India 2021-version9-tiers.csv,10.0,693 | 691 | 1048 | 1047 | 1215,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},0.3333333333333333,567,europe,,1.0,1187
29,29,778,2021-04-30 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,BIONOTE INC.,,South Korea,0.0,612.0,USD,0.0,,0.0,,2450.0,NOS,DIAGNOSTIC BUFFER SOLUTION (COMPONENT OF COVID-19 AG) LOT NO. STEB1020624,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,30,India 2021-version9-tiers.csv,4.0,160 | 152,ag | ag,{'ag': 4} | {'ag': 4},1.0,462 | 463 | 900,bionote | bionote | bionote, |  | ,2.0,462
30,30,781,2021-04-30 03:00:00,38220090,Other,CHROMACHEMIE LABORATORY PRIVATE LIMITED,"Nagesh Building, Room No. 1 & 2, 1St Floor, No.163, 1St Main Road Sheshadripuram",IN - Bangalore,.,.,accounts@chromachemie.co.in,www.chromachemie.co.in,M/S. THE UNITED STATES PHARMACOPEIA,,United States,0.0,416.0,USD,0.0,,0.0,,2.0,NOS,USP-1370462_LOSARTAN POTASSIUM -(150 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,31,India 2021-version9-tiers.csv,10.0,693 | 691 | 1048 | 1047 | 1215,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},1.3333333333333333,1297,"states,united",,1.0,1187
31,31,889,2021-04-30 03:00:00,38220090,Other,CHROMACHEMIE LABORATORY PRIVATE LIMITED,"Nagesh Building, Room No. 1 & 2, 1St Floor, No.163, 1St Main Road Sheshadripuram",IN - Bangalore,.,.,accounts@chromachemie.co.in,www.chromachemie.co.in,M/S. COUNCIL OF EUROPE/ CONSEIL DE,,France,0.0,237.0,EUR,0.0,,0.0,,3.0,NOS,EP-Y0001132_VALSARTAN (15 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,32,India 2021-version9-tiers.csv,10.0,693 | 691 | 1048 | 1047 | 1215,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},0.3333333333333333,567,europe,,1.0,1187
32,32,911,2021-04-30 03:00:00,38220090,Other,CHROMACHEMIE LABORATORY PRIVATE LIMITED,"Nagesh Building, Room No. 1 & 2, 1St Floor, No.163, 1St Main Road Sheshadripuram",IN - Bangalore,.,.,accounts@chromachemie.co.in,www.chromachemie.co.in,M/S. COUNCIL OF EUROPE/ CONSEIL DE,,France,0.0,632.0,EUR,0.0,,0.0,,8.0,NOS,EP-Y0001389_CANDESARTAN CILEXETIL FOR SYSTEM SUITABILITY (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,33,India 2021-version9-tiers.csv,10.0,693 | 691 | 1048 | 1047 | 1215,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},0.3333333333333333,567,europe,,1.0,1187
33,33,973,2021-04-30 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,ORTHO-CLINICAL DIAGNOSTICS FRANCE,,United Kingdom,0.0,201250.0,INR,0.0,,0.0,,17.63,KGS,ANTI-SARS-COV-2 IGG CALIBRATOR (NONUS)(DIAGNOSTIC KITS) (125EA)IGST PAID UNDER PROTEST VIDE FILE NO.,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,34,India 2021-version9-tiers.csv,12.0,895,"anti,igg","{'anti': 20, 'igg': 4}",3.0,742 | 743,"diagnostics,clinical,ortho | diagnostics,clinical,ortho", | ,2.2222222222222223,893 | 911
